poi_id,name,theme,class_name,subclass_n,x,y,geom
146,ΡΑΔΙΟΦΩΝΙΚΟΣ ΣΤΑΘΜΟΣ ΑΝΤ1 97.2,Επιχειρήσεις,Επιχειρήσεις,_,482004.3004,4209400.0172,MULTIPOINT (482004.3004000001 4209400.017200001)
147,ΤΗΛΕΟΠΤΙΚΟΣ ΣΤΑΘΜΟΣ ΑΝΤ1,Επιχειρήσεις,Επιχειρήσεις,_,482004.3004,4209400.0172,MULTIPOINT (482004.3004000001 4209400.017200001)
148,NOTE (LA),Διασκέδαση,Κέντρα διασκέδασης,_,482004.3004,4209400.0172,MULTIPOINT (482004.3004000001 4209400.017200001)
149,LA NOTE,Διασκέδαση,Κέντρα διασκέδασης,_,482004.3004,4209400.0172,MULTIPOINT (482004.3004000001 4209400.017200001)
150,MARC 'O POLO,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,_,481581.7826,4209400.9153,MULTIPOINT (481581.7825999996 4209400.9153)
151,ΓΗΠΕΔΟ ΠΟΔΟΣΦΑΙΡΟΥ,Αθλητισμός και αναψυχή,Αθλητικές εγκαταστάσεις,Γήπεδα,481171.5667,4209401.2459,MULTIPOINT (481171.5667000003 4209401.2459)
152,DYRBERG / KERN,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,Κοσμήματα,481497.2149,4209402.0065,MULTIPOINT (481497.2149 4209402.0065)
153,ΠΑΙΔΙΚΗ ΧΑΡΑ,Αθλητισμός και αναψυχή,Χώροι αναψυχής,Παιδικές χαρές,480943.2284,4209404.955,MULTIPOINT (480943.2284000004 4209404.955)
154,MASSIMO DUTTI,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,_,481565.4147,4209408.5537,MULTIPOINT (481565.4146999996 4209408.5537)
155,ΧΡΥΣΑΝΘΟΠΟΥΛΟΥ ΧΡΥΣΗ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,483471.8093,4209409.4686,MULTIPOINT (483471.8092999998 4209409.468599999)
156,ΦΑΡΜΑΚΕΙΟ ΚΑΡΑΚΟΥΤΣΗ ΓΕΩΡΓΙΑ,Περίθαλψη,Φαρμακεία,_,483471.8552,4209409.6023,MULTIPOINT (483471.8552000001 4209409.602299999)
157,CANALI,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,Ανδρικά,481505.3989,4209413.4641,MULTIPOINT (481505.3989000004 4209413.4641)
158,ADIDAS ORIGINALS,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,Ανδρικά,481550.1379,4209416.1921,MULTIPOINT (481550.1379000004 4209416.1921)
159,BROOKS BROTHERS,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,Ανδρικά,481511.9461,4209423.2849,MULTIPOINT (481511.9461000003 4209423.2849)
160,ANATOL,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,Ανδρικά,481536.498,4209424.9217,MULTIPOINT (481536.4979999997 4209424.921700001)
161,AVENUE,Αγαθά - υπηρεσίες,Εμπορικά κέντρα,_,481950.8242,4209429.9428,MULTIPOINT (481950.8241999997 4209429.9428)
162,ANDREW'S TIES,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,Ανδρικά,481522.3124,4209432.0144,MULTIPOINT (481522.3124000002 4209432.0144)
163,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,483420.0909,4209439.7632,MULTIPOINT (483420.0909000002 4209439.7632)
164,ANT1,Αγαθά - υπηρεσίες,Εμπορικές υπηρεσίες,_,482087.081,4209443.5382,MULTIPOINT (482087.0810000002 4209443.5382)
165,VODAFONE,Αγαθά - υπηρεσίες,Καταστήματα,Είδη τηλεπικοινωνίας,481944.841,4209444.4884,MULTIPOINT (481944.841 4209444.488399999)
166,ΜΑΙΕΥΤΗΡΙΟ ΙΑΣΩ,Περίθαλψη,Κλινικές,Μαιευτήρια,481721.8926,4209445.6758,MULTIPOINT (481721.8925999999 4209445.675799999)
167,WIND,Αγαθά - υπηρεσίες,Καταστήματα,Είδη τηλεπικοινωνίας,481940.3273,4209452.4428,MULTIPOINT (481940.3273 4209452.4428)
168,SEPHORA,Αγαθά - υπηρεσίες,Καταστήματα,Καλλυντικά,481937.5486,4209459.8559,MULTIPOINT (481937.5486000003 4209459.855900001)
169,PRINCE OLIVER,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,_,481935.2823,4209465.7324,MULTIPOINT (481935.2823000001 4209465.7324)
170,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,481793.4474,4209466.4551,MULTIPOINT (481793.4473999999 4209466.4551)
171,ΡΑΔΙΟΦΩΝΙΚΟΣ ΣΤΑΘΜΟΣ ROCK FM 96.9,Επιχειρήσεις,Επιχειρήσεις,_,482387.0757,4209472.4194,MULTIPOINT (482387.0756999999 4209472.419399999)
172,COSTA CAFE,Διασκέδαση,Καφετέριες,_,481930.8319,4209473.9795,MULTIPOINT (481930.8318999996 4209473.979499999)
173,JUMBO,Αγαθά - υπηρεσίες,Καταστήματα,_,481870.1163,4209478.2369,MULTIPOINT (481870.1162999999 4209478.2369)
174,STUDIO KOSTA BODA,Αγαθά - υπηρεσίες,Καταστήματα,Είδη δώρων,481928.3131,4209480.6068,MULTIPOINT (481928.3130999999 4209480.606799999)
175,SERGIO TACCHINI,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,_,481928.3131,4209480.6068,MULTIPOINT (481928.3130999999 4209480.606799999)
176,BEAUTY SHOP,Αγαθά - υπηρεσίες,Καταστήματα,Καλλυντικά,481928.3131,4209480.6068,MULTIPOINT (481928.3130999999 4209480.606799999)
177,ΓΕΡΜΑΝΟΣ,Αγαθά - υπηρεσίες,Καταστήματα,Υπολογιστές - Ηλεκτρονικά,481928.3131,4209480.6068,MULTIPOINT (481928.3130999999 4209480.606799999)
178,CLUB ELECTRIC,Αγαθά - υπηρεσίες,Καταστήματα,Ηλεκτρικά είδη,481928.3131,4209480.6068,MULTIPOINT (481928.3130999999 4209480.606799999)
179,ΣΚΛΑΒΕΝΙΤΗΣ (CARREFOUR),Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,481928.3131,4209480.6068,MULTIPOINT (481928.3130999999 4209480.606799999)
180,ΗΛΕΚΤΡΟΝΙΚΗ ΑΘΗΝΩΝ,Αγαθά - υπηρεσίες,Καταστήματα,Ηλεκτρικά είδη,482078.3393,4209489.8386,MULTIPOINT (482078.3393000001 4209489.8386)
181,ΑΤΤΙΚΗ ΟΔΟΣ - ΜΕΣΟΓΕΙΩΝ,Αυτοκίνηση,Στοιχεία δικτύου,Κόμβοι,484014.8802,4209492.2476,MULTIPOINT (484014.8801999995 4209492.2476)
182,ΣΟΥΧΟΥΠΟΥΛΗ ΜΙΡΕΛΑ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,483275.0675,4209492.5196,MULTIPOINT (483275.0674999999 4209492.5196)
183,ΗΛΕΚΤΡΟΝΙΚΗ ΑΘΗΝΩΝ,Αγαθά - υπηρεσίες,Καταστήματα,Υπολογιστές - Ηλεκτρονικά,482088.7812,4209507.4589,MULTIPOINT (482088.7812000001 4209507.458900001)
184,ΜΑΝΙΚΗΣ ΚΥΡΙΑΚΟΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482118.6093,4209533.6886,MULTIPOINT (482118.6092999997 4209533.6886)
185,SHELL,Αυτοκίνηση,Πρατήρια βενζίνης,_,484011.797,4209558.0152,MULTIPOINT (484011.7970000003 4209558.0152)
186,ΣΚΛΑΒΕΝΙΤΗΣ (CARREFOUR),Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,481913.8557,4209560.9718,MULTIPOINT (481913.8557000002 4209560.971799999)
187,ΕΛΕΝΗ ΝΑΤΣΗ,Αγαθά - υπηρεσίες,Καταστήματα,Έπιπλα - είδη υγιεινής,482151.7593,4209570.7886,MULTIPOINT (482151.7593 4209570.7886)
188,ΦΑΡΜΑΚΕΙΟ ΝΗΣΙΑΝΑΚΗ ΜΑΡΙΑ - ΤΕΡΕΖΑ,Περίθαλψη,Φαρμακεία,_,482149.2151,4209572.021,MULTIPOINT (482149.2150999997 4209572.021)
189,ΡΙΖΑΡΕΙΟΣ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Σημεία γενικού ενδιαφέροντος,Γειτονιές,482510.71,4209577.82,MULTIPOINT (482510.71 4209577.82)
190,MEDIA MARKT,Αγαθά - υπηρεσίες,Εμπορικά κέντρα,Πολυκαταστήματα,482086.927,4209584.923,MULTIPOINT (482086.9270000001 4209584.923)
191,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,480645.5394,4209586.6836,MULTIPOINT (480645.5394000001 4209586.683599999)
192,YO! SUSHI,Φαγητό και ποτό,Εστιατόρια,Ασιατική κουζίνα,482173.7693,4209591.3586,MULTIPOINT (482173.7692999998 4209591.3586)
193,ΤΡΑΠΕΖΑ ΠΕΙΡΑΙΩΣ (MARFIN EGNATIA BANK),Επιχειρήσεις,Τράπεζες,Καταστήματα,482191.1355,4209611.874,MULTIPOINT (482191.1354999999 4209611.874)
194,VODAFONE,Αγαθά - υπηρεσίες,Καταστήματα,Είδη τηλεπικοινωνίας,482134.0037,4209620.0965,MULTIPOINT (482134.0037000002 4209620.0965)
195,ΕΠΕΝΔΥΤΙΚΗ ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ,Επιχειρήσεις,Τράπεζες,Καταστήματα,482214.4741,4209638.2883,MULTIPOINT (482214.4741000002 4209638.2883)
196,ΤΡΑΠΕΖΑ ΠΕΙΡΑΙΩΣ,Επιχειρήσεις,Τράπεζες,Καταστήματα,482226.0712,4209659.475,MULTIPOINT (482226.0712000001 4209659.475)
197,SHELL,Αυτοκίνηση,Πρατήρια βενζίνης,_,482225.6678,4209664.2299,MULTIPOINT (482225.6677999999 4209664.229900001)
198,ACS COURIER,Αγαθά - υπηρεσίες,Εμπορικές υπηρεσίες,_,482591.9665,4209670.5912,MULTIPOINT (482591.9665000001 4209670.5912)
199,BMW,Αυτοκίνηση,Εμπόριο και υπηρεσίες αυτοκινήτων,_,482188.7201,4209672.1526,MULTIPOINT (482188.7200999996 4209672.1526)
200,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ,Διάφορα,Θρησκευτικοί χώροι,Εκκλησίες,482322.3987,4209682.2187,MULTIPOINT (482322.3986999998 4209682.218699999)
201,OPEL,Αυτοκίνηση,Εμπόριο και υπηρεσίες αυτοκινήτων,_,482199.4309,4209683.433,MULTIPOINT (482199.4309 4209683.433)
202,VOLVO,Αυτοκίνηση,Εμπόριο και υπηρεσίες αυτοκινήτων,_,482199.4309,4209683.433,MULTIPOINT (482199.4309 4209683.433)
203,ΚΗΦΙΣΙΑΣ ΛΕΩΦΟΡΟΣ - ΠΑΡΑΔΕΙΣΟΥ,Αυτοκίνηση,Στοιχεία δικτύου,Κόμβοι,482242.6508,4209693.443,MULTIPOINT (482242.6507999999 4209693.443)
204,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,482264.2757,4209694.6119,MULTIPOINT (482264.2757000001 4209694.6119)
205,ΦΑΡΜΑΚΕΙΟ ΚΟΥΤΣΑΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,Περίθαλψη,Φαρμακεία,_,482227.5079,4209701.9664,MULTIPOINT (482227.5078999996 4209701.966399999)
206,ΓΗΠΕΔΟ,Αθλητισμός και αναψυχή,Αθλητικές εγκαταστάσεις,Γήπεδα,481863.0901,4209705.6676,MULTIPOINT (481863.0900999997 4209705.6676)
207,NAUTICA,Αγαθά - υπηρεσίες,Καταστήματα ένδυσης,_,482528.8781,4209715.1064,MULTIPOINT (482528.8781000003 4209715.1064)
208,JEEP,Αυτοκίνηση,Εμπόριο και υπηρεσίες αυτοκινήτων,_,482296.3563,4209726.6987,MULTIPOINT (482296.3563000001 4209726.6987)
209,ΚΡΕΠΗΛΑΤΕΙΟΝ,Φαγητό και ποτό,Εστιατόρια,Κρεπερί,482239.3162,4209726.8203,MULTIPOINT (482239.3162000002 4209726.8203)
210,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,481520.5153,4209735.6539,MULTIPOINT (481520.5153000001 4209735.653899999)
211,ΑΤΤΙΚΗ ΟΔΟΣ - ΚΑΨΑΛΑ ΑΣΠ.,Αυτοκίνηση,Στοιχεία δικτύου,Κόμβοι,483730.3005,4209744.9646,MULTIPOINT (483730.3004999999 4209744.964600001)
212,ALFA CLUB,Διασκέδαση,Μπαρ,_,482322.0904,4209750.1477,MULTIPOINT (482322.0904000001 4209750.147700001)
213,ΟΛΥΜΠΙΑΚΟ ΑΘΛΗΤΙΚΟ ΚΕΝΤΡΟ ΑΘΗΝΩΝ (ΟΑΚΑ),Αθλητισμός και αναψυχή,Αθλητικές εγκαταστάσεις,Στάδια,481028.6889,4209765.9686,MULTIPOINT (481028.6889000004 4209765.968599999)
214,ΚΟΛΥΜΒΗΤΗΡΙΟ ΑΝΟΙΧΤΟ,Αθλητισμός και αναψυχή,Αθλητικές εγκαταστάσεις,Κολυμβητήρια,480606.151,4209769.1497,MULTIPOINT (480606.1509999996 4209769.149700001)
215,ΓΗΠΕΔΟ ΜΠΑΣΚΕΤ,Αθλητισμός και αναψυχή,Αθλητικές εγκαταστάσεις,Γήπεδα,481075.2581,4209773.7799,MULTIPOINT (481075.2581000002 4209773.779899999)
216,ΚΟΛΥΜΒΗΤΗΡΙΟ ΚΟΙΝΟΥ (ΑΝΟΙΧΤΟ),Αθλητισμός και αναψυχή,Αθλητικές εγκαταστάσεις,Κολυμβητήρια,480780.7763,4209781.3206,MULTIPOINT (480780.7763 4209781.320599999)
217,ΚΑΒΑ ΚΩΠΑΪΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,_,482361.6491,4209789.2674,MULTIPOINT (482361.6491 4209789.2674)
218,ΑΣΤΥΝΟΜΙΚΟ ΤΜΗΜΑ ΟΑΚΑ,Δημόσιος τομέας,Αστυνομία,Αστυνομικά τμήματα,481404.5477,4209789.9572,MULTIPOINT (481404.5477 4209789.9572)
219,ΔΗΜΟΤΙΚΟ ΑΜΑΡΟΥΣΙΟΥ ΠΕΜΠΤΟ,Εκπαίδευση,Πρωτοβάθμια,Δημοτικά,482017.3719,4209790.1997,MULTIPOINT (482017.3718999997 4209790.1997)
220,ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΡΟΥΣΙΟΥ 13Ο,Εκπαίδευση,Πρωτοβάθμια,Νηπιαγωγεία,482017.3719,4209790.1997,MULTIPOINT (482017.3718999997 4209790.1997)
221,ΔΟΥ ΦΑΒΕ ΑΘΗΝΩΝ,Δημόσιος τομέας,Δημόσιες υπηρεσίες,Εφορίες,482371.9939,4209797.4884,MULTIPOINT (482371.9939000001 4209797.488399999)
222,ΠΑΡΑΔΕΙΣΟΣ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Σημεία γενικού ενδιαφέροντος,Γειτονιές,483465.0998,4209845.0061,MULTIPOINT (483465.0998 4209845.006100001)
223,ΚΟΛΥΜΒΗΤΗΡΙΟ (ΚΛΕΙΣΤΟ),Αθλητισμός και αναψυχή,Αθλητικές εγκαταστάσεις,Κολυμβητήρια,480831.5764,4209850.6416,MULTIPOINT (480831.5763999997 4209850.6416)
224,ΑΒΑΞ,Αγαθά - υπηρεσίες,Καταστήματα,Έπιπλα - είδη υγιεινής,482407.3512,4209851.2469,MULTIPOINT (482407.3512000004 4209851.2469)
225,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,480503.0743,4209858.4334,MULTIPOINT (480503.0743000004 4209858.4334)
226,ΟΛΥΜΠΙΑΚΟ ΑΘΛΗΤΙΚΟ ΚΕΝΤΡΟ ΑΘΗΝΩΝ,Αθλητισμός και αναψυχή,Αθλητικές εγκαταστάσεις,_,481011.7777,4209872.5869,MULTIPOINT (481011.7777000004 4209872.5869)
227,ΔΙΑ ΧΕΙΡΟΣ ΒΑΡΑΓΚΗ,Αγαθά - υπηρεσίες,Καταστήματα,Έπιπλα - είδη υγιεινής,482428.6422,4209875.945,MULTIPOINT (482428.6421999997 4209875.945)
228,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,481640.412,4209902.8338,MULTIPOINT (481640.4119999995 4209902.833799999)
229,EVENTS,Διασκέδαση,Καφετέριες,_,482565.9993,4209915.9986,MULTIPOINT (482565.9993000003 4209915.998600001)
230,EVENTS,Διάφορα,Χώροι εκδηλώσεων,Αίθουσες εκδηλώσεων,482565.9993,4209915.9986,MULTIPOINT (482565.9993000003 4209915.998600001)
231,ΑΤΤΙΚΗ ΟΔΟΣ - ΤΣΙΚΛΗΤΗΡΑ,Αυτοκίνηση,Στοιχεία δικτύου,Κόμβοι,483371.3931,4209919.5124,MULTIPOINT (483371.3931 4209919.512399999)
232,ΠΑΝΑΓΙΑ ΒΛΑΧΕΡΝΩΝ,Διάφορα,Θρησκευτικοί χώροι,Εκκλησίες,482484.8839,4209934.1305,MULTIPOINT (482484.8838999998 4209934.1305)
233,ΤΡΑΠΕΖΑ ΠΕΙΡΑΙΩΣ (ATE BANK),Επιχειρήσεις,Τράπεζες,Καταστήματα,483027.0104,4209935.2971,MULTIPOINT (483027.0104 4209935.2971)
234,EFG EUROBANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,482558.3881,4209935.8329,MULTIPOINT (482558.3881000001 4209935.832900001)
235,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,482518.0075,4209939.6141,MULTIPOINT (482518.0075000003 4209939.6141)
236,GOODY'S,Φαγητό και ποτό,Γρήγορο φαγητό,Αλυσίδες Fast Food,482465.1519,4209941.7967,MULTIPOINT (482465.1518999999 4209941.796700001)
237,ALPHA BANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,482463.0464,4209949.3335,MULTIPOINT (482463.0464000003 4209949.3335)
238,ΑΓΙΟΣ ΘΩΜΑΣ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Σημεία γενικού ενδιαφέροντος,Γειτονιές,481915.12,4209961.06,MULTIPOINT (481915.1200000001 4209961.060000001)
239,ODEON KOSMOPOLIS,Πολιτισμός,Κινηματογράφοι,_,482431.4753,4209974.79,MULTIPOINT (482431.4753 4209974.789999999)
240,ΠΙΤΑ ΠΑΝ,Φαγητό και ποτό,Ταβέρνες,Ψητοπωλεία,482444.3131,4209976.027,MULTIPOINT (482444.3130999999 4209976.027000001)
241,PIZZA FAN,Φαγητό και ποτό,Εστιατόρια,Πιτσαρίες,482444.3131,4209976.027,MULTIPOINT (482444.3130999999 4209976.027000001)
242,APPLEBEES,Διασκέδαση,Μπαρ,_,482444.3131,4209976.027,MULTIPOINT (482444.3130999999 4209976.027000001)
243,COSTA CAFE,Διασκέδαση,Καφετέριες,_,482555.8965,4209983.8181,MULTIPOINT (482555.8964999998 4209983.8181)
244,ΠΟΔΗΛΑΤΟΔΡΟΜΙΟ (ΚΛΕΙΣΤΟ),Αθλητισμός και αναψυχή,Αθλητικές εγκαταστάσεις,_,480519.632,4209984.1241,MULTIPOINT (480519.6320000002 4209984.1241)
245,ΤΕΤΑΡΤΟ ΓΥΜΝΑΣΙΟ ΑΜΑΡΟΥΣΙΟΥ,Εκπαίδευση,Δευτεροβάθμια,Γυμνάσια,483641.2526,4209995.8614,MULTIPOINT (483641.2526000002 4209995.861400001)
246,ΤΕΤΑΡΤΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,Εκπαίδευση,Δευτεροβάθμια,Λύκεια,483641.2526,4209995.8614,MULTIPOINT (483641.2526000002 4209995.861400001)
247,APPLEBEE'S,Φαγητό και ποτό,Εστιατόρια,Διεθνής κουζίνα,482441.6276,4209997.7615,MULTIPOINT (482441.6276000002 4209997.761499999)
248,PARKING COSMOPOLIS,Αυτοκίνηση,Χώροι στάθμευσης,_,482352.4429,4210001.8686,MULTIPOINT (482352.4429000001 4210001.8686)
249,ΑΓΙΟΣ ΘΩΜΑΣ,Διάφορα,Θρησκευτικοί χώροι,Εκκλησίες,482041.497,4210009.4642,MULTIPOINT (482041.4970000004 4210009.464199999)
250,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,480292.8409,4210024.4192,MULTIPOINT (480292.8409000002 4210024.419199999)
251,ΑΤΤΙΚΗ ΟΔΟΣ - ΑΜΑΡΟΥΣΙΟΥ - ΧΑΛΑΝΔΡΙΟΥ,Αυτοκίνηση,Στοιχεία δικτύου,Κόμβοι,483072.5984,4210041.5398,MULTIPOINT (483072.5983999996 4210041.539799999)
252,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,480458.325,4210044.2435,MULTIPOINT (480458.3250000002 4210044.2435)
253,DIAGEO,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,_,481995.5242,4210046.7405,MULTIPOINT (481995.5241999999 4210046.740499999)
254,ΜΠΕΝΡΟΥΜΠΗΣ,Αγαθά - υπηρεσίες,Καταστήματα,Ηλεκτρικά είδη,481992.9593,4210051.7586,MULTIPOINT (481992.9593000002 4210051.7586)
255,OPEL SERVICE,Αυτοκίνηση,Εμπόριο και υπηρεσίες αυτοκινήτων,_,484006.4344,4210058.2801,MULTIPOINT (484006.4343999997 4210058.280099999)
256,HUNDAI,Αυτοκίνηση,Εμπόριο και υπηρεσίες αυτοκινήτων,_,482484.7219,4210069.9642,MULTIPOINT (482484.7219000002 4210069.964199999)
257,HUNDAI,Αυτοκίνηση,Εμπόριο και υπηρεσίες αυτοκινήτων,_,482484.7219,4210069.9642,MULTIPOINT (482484.7219000002 4210069.964199999)
258,ΠΑΠΑΣΛΑΝΗΣ ΓΕΩΡΓΙΟΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,484309.2003,4210077.1098,MULTIPOINT (484309.2002999997 4210077.1098)
259,ΣΚΛΑΒΕΝΙΤΗΣ (CHAMPION ΜΑΡΙΝΟΠΟΥΛΟΣ),Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482802.5693,4210078.3986,MULTIPOINT (482802.5692999996 4210078.398600001)
260,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,482613.0948,4210083.5231,MULTIPOINT (482613.0948000001 4210083.5231)
261,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες,Περίπτερα,_,482548.6566,4210085.4132,MULTIPOINT (482548.6566000003 4210085.4132)
262,FLOCAFE,Διασκέδαση,Καφετέριες,_,482558.6267,4210087.8489,MULTIPOINT (482558.6266999999 4210087.8489)
263,ΠΑΙΔΟΤΟΠΟΣ REPLAYCE,Αθλητισμός και αναψυχή,Χώροι αναψυχής,Παιδότοπος,481250.7729,4210088.1929,MULTIPOINT (481250.7729000002 4210088.1929)
264,ΚΛΕΙΣΤΟ ΜΠΑΣΚΕΤ ΑΜΑΡΟΥΣΙΟΥ,Αθλητισμός και αναψυχή,Αθλητικές εγκαταστάσεις,Γήπεδα,482210.0166,4210092.1366,MULTIPOINT (482210.0165999997 4210092.136600001)
265,ΦΑΡΜΑΚΕΙΟ ΠΑΛΑΝΤΖΑ ΔΕΣΠΩ,Περίθαλψη,Φαρμακεία,_,483237.0936,4210103.4223,MULTIPOINT (483237.0936000003 4210103.4223)
266,ΔΙΟΔΙΑ ΑΤΤΙΚΗ ΟΔΟΣ 11,Αυτοκίνηση,Στοιχεία δικτύου,Διόδια,482793.1228,4210103.5437,MULTIPOINT (482793.1228 4210103.5437)
267,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,482680.2898,4210105.9281,MULTIPOINT (482680.2898000004 4210105.928099999)
268,FLOCAFE,Διασκέδαση,Καφετέριες,_,482592.5193,4210108.7086,MULTIPOINT (482592.5192999998 4210108.7086)
269,PARKING ΟΛΥΜΠΙΑΚΟΥ ΚΕΝΤΡΟΥ,Αυτοκίνηση,Χώροι στάθμευσης,_,481313.3141,4210108.9192,MULTIPOINT (481313.3141000001 4210108.919199999)
270,ROYALTY,Διασκέδαση,Κλαμπ,_,482600.9793,4210113.4686,MULTIPOINT (482600.9792999998 4210113.468599999)
271,ΚΟΛΥΜΒΗΤΗΡΙΟ,Αθλητισμός και αναψυχή,Αθλητικές εγκαταστάσεις,Κολυμβητήρια,484261.8587,4210118.7491,MULTIPOINT (484261.8586999997 4210118.7491)
272,CRISTAL,Διασκέδαση,Κέντρα διασκέδασης,_,482619.8693,4210121.6586,MULTIPOINT (482619.8693000004 4210121.658600001)
273,CRISTAL,Διασκέδαση,Κλαμπ,_,482602.6188,4210130.3985,MULTIPOINT (482602.6188000003 4210130.398499999)
274,SOS ELIZA,Περίθαλψη,Ιδρύματα,Μονάδες κοινωνικής φροντίδας,482027.3668,4210133.3651,MULTIPOINT (482027.3668 4210133.3651)
275,ΔΗΜΟΤΙΚΟ ΖΕΚΑΚΕΙΟ ΑΜΑΡΟΥΣΙΟΥ ΤΕΤΑΡΤΟ,Εκπαίδευση,Πρωτοβάθμια,Δημοτικά,483715.632,4210134.1766,MULTIPOINT (483715.6320000002 4210134.1766)
276,ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΡΟΥΣΙΟΥ 4Ο,Εκπαίδευση,Πρωτοβάθμια,Νηπιαγωγεία,483715.632,4210134.1766,MULTIPOINT (483715.6320000002 4210134.1766)
277,ΓΗΠΕΔΑ ΤΕΝΝΙΣ,Αθλητισμός και αναψυχή,Αθλητικές εγκαταστάσεις,Γήπεδα,481375.0493,4210150.5474,MULTIPOINT (481375.0493000001 4210150.5474)
278,ΦΑΡΜΑΚΕΙΟ ΑΠΕΡΓΗ ΜΑΡΙΑ Μ.,Περίθαλψη,Φαρμακεία,_,484431.2357,4210151.4538,MULTIPOINT (484431.2357000001 4210151.4538)
279,ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΡΟΥΣΙΟΥ 16Ο,Εκπαίδευση,Πρωτοβάθμια,Νηπιαγωγεία,484364.4587,4210180.7514,MULTIPOINT (484364.4587000003 4210180.751399999)
280,ΔΗΜΟΤΙΚΟ ΑΜΑΡΟΥΣΙΟΥ ΔΕΚΑΤΟ ΠΕΜΠΤΟ,Εκπαίδευση,Πρωτοβάθμια,Δημοτικά,484364.4587,4210180.7514,MULTIPOINT (484364.4587000003 4210180.751399999)
281,ΣΤ. ΠΡΟΑΣΤ. ΚΗΦΙΣΙΑΣ,Μετακίνηση,Υπεραστικές Συγκοινωνίες,Σταθμοί Προαστειακού,482613.0164,4210216.162,MULTIPOINT (482613.0164000001 4210216.162)
282,ΑΤΤΙΚΗ ΟΔΟΣ - ΚΗΦΙΣΙΑΣ,Αυτοκίνηση,Στοιχεία δικτύου,Κόμβοι,482610.3891,4210217.9386,MULTIPOINT (482610.3891000003 4210217.9386)
283,ΣΙΣΜΑΝΟΓΛΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Σημεία γενικού ενδιαφέροντος,Γειτονιές,484319.2,4210222.23,MULTIPOINT (484319.2000000002 4210222.23)
284,JEEP,Αυτοκίνηση,Εμπόριο και υπηρεσίες αυτοκινήτων,_,482230.807,4210256.091,MULTIPOINT (482230.807 4210256.091)
285,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,482819.9514,4210262.7692,MULTIPOINT (482819.9513999997 4210262.769200001)
286,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,480639.6442,4210281.8966,MULTIPOINT (480639.6442 4210281.896600001)
